CustomerID,TransactionDate,Amount
8,2023-06-16,288.49
8,2023-07-27,842.39
8,2023-02-10,102.18
8,2022-07-09,953.7
9,2023-09-04,823.11
9,2022-10-31,441.35
9,2022-09-11,563.2
9,2022-02-14,292.16
9,2022-06-23,109.23
9,2022-08-03,941.09
9,2022-10-18,603.56
9,2023-08-28,95.65
9,2022-05-26,375.77
9,2023-08-28,835.49
9,2022-08-18,742.18
9,2023-05-21,497.18
9,2022-03-25,226.96
9,2022-11-06,462.16
9,2022-07-11,878.63
9,2022-06-24,860.78
9,2022-07-16,385.43
9,2022-11-10,700.58
9,2023-01-19,491.29
9,2023-01-30,49.73
9,2022-10-16,40.01
9,2023-03-15,428.57
9,2023-10-27,624.96
9,2023-01-22,968.83
9,2022-04-14,475.58
9,2023-08-02,386.6
9,2023-09-01,998.6
9,2022-01-15,539.73
9,2023-06-01,502.82
9,2023-08-11,475.9
9,2022-06-22,454.12
9,2022-09-18,947.12
9,2022-04-25,792.68
9,2023-04-01,22.43
10,2022-04-09,978.84
10,2021-11-22,701.29
10,2022-04-24,292.0
10,2023-10-09,425.58
10,2023-07-26,185.37
10,2023-07-17,397.19
10,2023-01-11,484.53
10,2022-11-10,120.82
10,2022-08-28,23.86
10,2022-04-09,846.94
10,2023-05-08,879.85
10,2022-01-24,699.54
10,2022-02-16,857.09
10,2023-04-05,431.51
10,2022-09-19,478.56
10,2023-01-01,709.66
10,2022-06-01,586.46
10,2023-02-18,914.87
10,2022-12-04,276.71
10,2023-01-30,496.79
10,2022-05-01,80.38
10,2023-03-18,660.18
10,2021-12-05,883.99
10,2023-08-16,680.09
10,2022-10-25,510.8
10,2022-03-26,734.6
10,2022-04-07,108.42
10,2023-05-01,204.17
10,2022-12-27,90.35
10,2021-11-26,318.61
10,2022-07-31,657.49
10,2022-07-21,217.65
10,2023-04-14,730.84
10,2022-04-01,302.42
10,2023-05-22,530.6
10,2022-02-05,813.15
10,2022-11-16,611.3
10,2022-09-20,283.37
10,2023-01-17,410.08
11,2023-03-29,865.19
11,2023-10-05,438.95
11,2022-11-05,834.87
11,2023-09-29,750.2
11,2023-05-03,564.08
11,2023-07-08,914.71
11,2022-05-15,314.3
11,2022-04-20,652.08
11,2022-06-30,269.22
11,2022-06-01,389.74
11,2023-03-15,80.83
11,2022-11-12,991.14
11,2022-11-19,96.28
11,2023-04-26,367.5
11,2023-08-23,234.63
11,2022-09-09,458.5
11,2023-07-11,125.66
11,2021-11-29,714.23
11,2023-09-25,555.11
11,2022-05-09,795.41
11,2022-07-11,661.27
11,2022-04-23,486.63
11,2022-03-13,850.32
11,2023-02-24,23.33
11,2022-08-05,733.43
11,2022-05-04,782.21
11,2021-11-21,317.53
11,2022-05-19,395.68
11,2022-04-02,226.44
11,2022-04-28,213.15
11,2022-11-13,220.86
11,2023-05-15,45.0
11,2023-04-13,547.6
11,2022-09-25,501.61
11,2023-05-17,377.83
11,2022-01-26,916.14
11,2022-05-08,745.07
11,2022-10-29,545.19
11,2022-03-14,698.15
11,2022-05-25,343.28
11,2023-11-08,971.82
11,2022-05-09,115.05
11,2022-01-14,912.96
11,2022-01-03,127.82
11,2023-03-15,913.24
11,2023-08-04,464.5
11,2022-04-14,387.29
11,2022-04-12,92.4
11,2022-10-12,966.37
12,2022-11-12,619.06
12,2022-12-25,146.32
12,2022-12-06,917.91
12,2022-10-11,774.61
12,2023-10-07,246.45
12,2021-11-10,94.28
13,2022-12-23,426.45
13,2022-03-20,412.44
13,2022-07-27,615.73
13,2022-06-03,639.71
13,2023-02-01,866.9
13,2022-07-23,999.73
13,2023-01-03,339.76
13,2021-12-06,577.07
13,2022-09-03,505.94
13,2021-12-10,979.42
13,2023-09-27,142.56
14,2022-07-21,749.78
14,2022-03-20,847.28
14,2023-05-10,387.66
14,2021-12-18,860.84
14,2022-12-17,143.47
14,2022-11-19,162.49
14,2022-11-17,253.25
14,2023-04-22,711.82
14,2022-12-07,398.4
14,2022-07-16,329.78
14,2023-01-24,358.69
14,2021-12-04,573.27
14,2023-02-11,496.33
14,2023-05-22,569.95
14,2022-10-01,211.67
14,2022-03-07,419.94
14,2021-12-02,263.24
14,2023-09-05,714.45
14,2023-09-28,750.09
14,2022-03-31,547.59
14,2021-11-30,347.67
14,2022-02-22,644.72
14,2023-09-03,261.29
14,2023-01-30,688.84
14,2023-09-19,401.0
14,2022-06-10,640.33
14,2022-10-06,370.72
14,2023-11-08,313.06
14,2023-11-10,151.54
14,2022-02-22,945.82
14,2022-04-26,264.98
14,2022-01-15,172.26
14,2023-03-05,349.52
14,2023-09-28,967.7
14,2022-09-01,998.13
14,2021-11-24,157.82
14,2022-05-08,172.13
14,2023-10-12,421.39
14,2022-04-06,641.47
14,2023-07-10,87.89
14,2022-12-03,723.76
14,2022-07-30,197.63
14,2021-12-19,873.48
14,2022-01-23,333.88
15,2022-10-22,52.4
15,2022-09-30,972.44
15,2022-04-01,504.02
15,2022-09-28,132.65
15,2022-05-16,906.19
15,2022-05-18,685.49
15,2022-03-02,328.11
15,2023-02-24,650.99
15,2022-08-19,300.74
15,2022-04-22,271.34
15,2023-03-08,565.78
15,2022-07-18,882.24
15,2022-01-18,368.55
15,2022-05-29,184.91
16,2022-12-03,579.94
16,2021-12-23,883.77
16,2022-07-27,748.67
16,2023-03-29,550.67
16,2023-07-15,252.02
16,2022-09-04,405.79
16,2021-11-22,23.91
16,2022-07-07,348.89
16,2023-06-23,837.25
16,2021-12-15,826.17
17,2023-08-30,433.41
17,2021-12-04,946.39
17,2022-08-31,78.36
17,2023-03-07,540.51
17,2023-01-12,894.32
17,2022-11-28,379.1
17,2023-10-27,627.49
17,2023-05-16,314.18
17,2022-02-03,515.8
17,2021-11-23,440.32
17,2023-07-30,71.6
17,2023-06-14,13.11
17,2022-01-15,489.68
17,2022-08-19,55.78
17,2023-01-27,427.92
17,2023-06-22,910.86
17,2023-03-08,23.64
17,2023-07-26,897.56
17,2023-01-17,370.1
17,2023-06-02,615.32
17,2022-11-06,393.85
17,2023-09-16,293.2
17,2023-06-08,377.34
17,2023-01-22,647.97
17,2023-08-31,576.19
18,2021-11-17,191.74
18,2022-06-24,285.23
18,2022-02-20,326.82
18,2023-03-02,692.9
18,2022-10-27,313.56
18,2023-04-13,303.25
18,2023-05-27,610.63
18,2022-07-01,352.43
18,2022-10-14,665.83
18,2022-03-31,500.96
18,2022-02-08,178.74
18,2021-11-17,640.15
18,2022-02-25,397.47
18,2023-11-09,563.54
18,2023-07-13,173.01
18,2023-11-03,737.9
18,2021-11-10,324.08
18,2022-12-18,976.16
18,2022-05-18,153.27
18,2021-11-25,565.5
18,2023-01-19,634.43
18,2021-11-13,602.84
18,2023-04-15,342.96
18,2023-03-15,524.39
18,2022-08-20,607.46
18,2022-07-10,738.56
18,2022-12-07,186.25
18,2023-07-12,618.16
18,2022-12-17,76.48
18,2023-06-25,489.25
18,2023-06-23,355.32
18,2023-09-30,57.54
18,2023-05-20,400.63
18,2023-10-11,416.12
18,2023-01-04,487.94
18,2023-02-05,934.97
18,2023-06-28,524.56
18,2022-10-15,486.04
18,2022-03-15,450.22
19,2021-12-18,729.86
19,2022-08-18,494.13
19,2022-03-01,362.58
19,2023-03-25,976.27
19,2023-04-01,473.97
19,2022-08-15,723.83
19,2022-02-25,303.74
19,2023-09-25,765.5
19,2021-12-24,896.75
19,2022-01-14,438.16
19,2022-06-11,454.63
19,2023-10-22,879.0
19,2022-12-08,840.97
19,2022-12-23,310.99
19,2022-09-21,653.49
19,2023-01-19,541.02
19,2023-02-10,956.29
19,2022-02-19,926.0
19,2022-11-18,939.96
19,2022-11-08,31.3
19,2022-03-19,666.4
19,2023-05-11,802.08
19,2022-10-28,340.37
19,2023-07-18,711.19
19,2022-04-25,518.98
19,2022-10-11,65.18
19,2022-11-17,770.61
19,2022-01-09,849.51
19,2021-12-14,521.73
19,2023-01-03,384.1
19,2023-07-18,226.81
19,2023-05-26,843.97
19,2023-01-28,622.22
19,2022-09-11,56.7
19,2023-10-04,661.01
19,2022-05-02,349.76
19,2022-12-13,686.16
19,2023-02-16,295.63
19,2023-01-09,332.1
19,2022-09-06,35.99
20,2023-05-30,722.46
20,2022-10-17,688.81
20,2022-01-17,489.74
20,2023-04-26,832.56
20,2023-05-07,430.35
20,2022-04-20,583.93
20,2023-09-17,509.16
20,2022-06-21,728.67
20,2023-04-15,645.32
20,2021-12-14,44.94
20,2022-02-28,472.68
20,2022-02-11,407.62
20,2022-05-22,524.21
20,2023-02-28,383.7
20,2021-12-29,501.04
20,2021-12-25,518.0
20,2023-03-15,802.58
20,2022-08-23,296.45
20,2022-09-22,660.51
20,2021-11-23,504.53
20,2023-01-14,427.13
20,2023-08-03,582.67
20,2022-01-18,567.54
20,2022-02-06,800.6
20,2022-10-24,287.59
20,2023-08-07,587.71
20,2022-11-10,62.88
20,2021-11-22,813.62
20,2022-11-07,969.89
20,2022-03-08,356.79
20,2022-05-15,417.3
20,2022-05-08,409.49
20,2022-09-23,906.62
20,2022-06-26,446.74
20,2022-01-30,523.32
20,2023-06-27,846.31
20,2022-02-16,72.0
20,2023-10-15,39.24
20,2023-03-12,996.36
20,2022-06-07,569.71
20,2022-09-05,160.86
21,2023-06-27,727.02
21,2023-09-01,525.76
21,2023-09-02,407.43
21,2023-03-09,979.15
21,2023-01-25,268.82
21,2022-05-23,358.35
21,2022-03-20,163.49
21,2023-10-15,781.29
21,2023-11-04,91.9
21,2022-01-20,859.95
21,2022-08-16,898.52
21,2022-02-12,739.41
21,2022-01-30,216.81
21,2023-01-09,119.7
21,2023-09-26,428.66
21,2023-03-12,277.38
21,2022-01-13,206.91
21,2023-06-20,275.03
21,2023-04-14,886.87
21,2022-12-24,223.79
21,2023-01-27,148.97
21,2022-08-21,44.02
21,2023-07-13,336.19
21,2022-11-09,675.62
21,2022-01-12,35.9
21,2022-08-21,380.37
21,2022-11-22,45.02
21,2023-02-21,959.41
21,2022-09-11,221.52
21,2022-11-27,162.1
21,2022-01-16,325.31
21,2023-08-04,831.7
21,2023-10-23,919.46
21,2021-11-15,376.26
21,2023-07-31,672.19
21,2021-12-30,260.38
21,2023-10-11,919.58
21,2022-10-29,161.8
21,2021-12-24,459.85
21,2023-10-06,812.6
22,2022-03-13,483.94
22,2022-07-16,245.72
22,2022-08-20,255.64
22,2022-10-29,195.48
22,2021-12-06,431.34
22,2023-10-24,736.89
22,2023-03-22,342.39
22,2023-10-15,348.65
22,2023-08-02,709.07
22,2022-08-23,583.2
22,2023-01-03,221.66
22,2022-10-13,191.66
22,2023-07-01,174.81
22,2022-11-14,470.09
22,2022-09-21,422.34
22,2023-07-17,524.77
22,2023-03-07,89.75
22,2021-11-18,960.98
22,2021-11-23,667.66
22,2022-07-11,149.13
22,2023-06-17,478.34
22,2023-06-09,385.78
22,2023-07-24,370.02
22,2022-01-16,514.48
22,2022-06-17,115.67
22,2022-09-30,579.91
22,2022-04-17,422.01
22,2021-11-28,655.36
22,2021-12-28,219.67
22,2023-03-25,434.14
22,2022-10-10,139.11
22,2022-11-02,756.0
22,2021-11-21,926.36
22,2023-09-04,788.83
22,2022-11-05,346.84
22,2023-04-18,813.48
22,2021-11-13,733.18
22,2022-06-21,575.94
22,2023-02-18,933.5
22,2023-03-24,146.21
22,2022-04-16,680.83
22,2023-01-10,965.61
22,2022-05-03,761.98
22,2023-04-01,998.38
22,2022-05-16,472.71
22,2023-10-15,218.27
23,2022-05-08,144.16
23,2023-10-01,188.07
23,2022-03-02,384.82
23,2022-11-21,917.92
23,2022-03-02,141.19
23,2022-01-13,70.48
23,2022-11-14,485.26
23,2022-02-23,392.89
23,2022-09-02,155.96
23,2022-11-30,282.44
23,2022-07-22,273.49
23,2022-10-21,643.16
23,2022-10-18,969.69
23,2021-12-05,670.01
23,2023-09-12,208.48
23,2023-07-29,170.21
23,2022-11-13,742.58
23,2021-12-10,683.44
23,2022-03-29,644.36
23,2022-04-28,75.82
23,2022-10-18,890.72
23,2023-08-27,903.11
23,2023-02-05,325.55
23,2021-12-21,693.38
23,2023-04-24,148.97
23,2022-07-18,180.26
23,2022-12-16,477.44
23,2023-01-26,779.46
23,2022-08-22,292.87
23,2022-07-13,856.32
23,2022-12-14,383.12
23,2023-04-17,126.42
23,2022-04-28,294.71
23,2022-05-09,958.11
23,2022-09-30,164.07
23,2023-04-26,425.28
23,2023-08-14,610.28
23,2023-05-10,950.24
23,2023-10-17,604.89
24,2023-04-27,558.93
24,2022-08-14,610.42
24,2022-12-09,200.38
24,2023-04-02,583.08
24,2021-12-06,782.77
24,2023-11-01,947.05
24,2023-01-26,118.63
24,2023-02-25,661.13
24,2023-02-10,568.33
24,2023-03-19,551.07
24,2023-02-11,362.07
24,2022-08-25,990.43
24,2022-05-07,311.14
24,2021-12-19,489.1
24,2023-05-28,882.34
24,2022-06-14,938.23
24,2022-01-21,456.86
24,2022-01-07,510.74
24,2022-08-16,563.3
24,2022-06-09,14.58
24,2023-07-18,846.94
24,2022-07-23,262.48
24,2022-05-18,131.76
24,2022-05-01,944.32
24,2022-11-29,578.74
24,2023-05-21,947.53
24,2023-11-03,185.17
24,2023-03-08,408.76
24,2023-08-29,615.21
24,2022-10-24,751.97
24,2022-12-16,740.44
24,2023-06-08,541.04
24,2023-07-02,906.73
24,2023-03-18,491.98
24,2021-11-20,765.58
25,2022-01-25,356.03
25,2023-10-24,128.74
25,2022-03-07,769.85
25,2023-09-13,911.61
25,2022-07-25,750.88
25,2023-02-17,914.1
25,2022-03-16,747.57
25,2022-08-31,777.87
25,2022-02-02,178.04
25,2023-03-22,169.12
25,2022-06-18,309.83
25,2022-01-08,678.17
25,2022-08-07,638.2
25,2022-07-08,511.85
26,2023-04-10,298.13
26,2022-08-10,222.52
26,2022-09-21,12.72
26,2022-05-20,355.64
26,2023-04-13,203.38
26,2023-01-10,35.99
26,2023-08-03,216.07
26,2023-05-08,112.31
26,2022-06-29,987.17
26,2023-10-05,34.33
26,2022-07-17,94.3
26,2022-08-18,140.81
26,2022-12-03,278.76
26,2022-03-25,25.82
26,2022-12-14,288.85
26,2022-02-18,719.62
26,2022-10-29,316.2
26,2021-12-03,950.56
26,2022-06-29,653.83
26,2022-08-08,480.86
26,2022-08-01,729.14
26,2023-09-13,171.65
26,2023-02-09,370.17
26,2021-12-28,620.73
26,2022-09-26,923.67
26,2023-09-10,627.02
26,2021-11-17,133.36
26,2023-08-23,960.52
26,2022-05-24,922.59
26,2023-10-21,661.39
26,2022-09-14,313.81
26,2023-02-27,172.96
26,2023-03-15,394.69
26,2023-06-05,717.38
27,2022-08-11,717.05
27,2023-04-22,95.42
27,2022-05-17,646.83
27,2023-07-16,258.54
27,2023-05-11,279.91
27,2022-01-13,688.28
27,2023-04-22,972.58
27,2021-12-22,57.33
27,2023-02-03,157.89
27,2023-08-02,523.2
27,2022-05-28,991.45
27,2022-04-18,541.27
27,2023-04-18,448.96
27,2023-07-05,369.12
27,2023-02-03,577.23
27,2022-01-09,34.93
27,2023-05-23,503.61
27,2023-07-01,349.01
27,2023-07-15,979.7
27,2023-03-28,229.36
27,2023-10-30,144.72
27,2023-03-13,680.79
27,2022-07-27,741.46
27,2022-04-22,550.93
27,2022-05-17,346.97
27,2022-05-31,343.05
27,2023-03-22,751.3
27,2023-06-03,906.6
27,2023-06-21,21.36
27,2022-03-23,198.35
27,2022-09-12,262.16
27,2021-12-02,51.41
27,2023-01-30,463.06
27,2022-12-24,923.01
27,2022-10-27,642.27
27,2022-12-13,334.52
27,2022-12-11,617.04
27,2021-12-12,226.37
27,2022-01-12,882.06
27,2022-07-03,225.31
27,2022-09-30,340.73
27,2022-12-10,969.5
27,2023-02-27,42.64
27,2021-12-17,272.77
27,2023-10-09,909.75
27,2022-05-18,548.37
27,2021-11-16,877.39
27,2023-04-26,670.23
28,2021-12-16,783.3
28,2022-03-03,899.09
28,2023-06-20,689.6
28,2023-02-09,307.76
28,2022-05-19,233.78
28,2023-11-01,646.51
28,2021-12-19,136.61
28,2023-02-22,459.07
28,2021-12-23,505.04
28,2022-03-22,258.04
28,2023-02-17,60.17
28,2023-03-19,17.79
28,2022-02-26,509.99
28,2022-07-02,354.25
28,2023-07-22,535.16
28,2022-06-01,556.81
28,2023-07-16,773.84
28,2023-02-26,867.42
28,2023-06-03,439.77
28,2022-03-03,555.55
28,2022-04-28,394.49
28,2021-11-27,304.92
28,2022-12-15,299.49
28,2022-11-15,759.52
28,2022-06-21,611.78
28,2023-01-05,801.5
28,2022-11-29,14.73
28,2022-10-29,817.1
28,2021-12-07,470.13
28,2022-03-15,786.39
28,2022-05-14,788.68
29,2023-05-13,363.78
29,2022-01-06,611.81
29,2022-10-05,315.67
29,2023-09-29,454.45
29,2023-07-17,481.32
29,2023-02-01,832.83
29,2023-04-21,790.11
29,2021-11-15,555.69
29,2022-10-21,375.32
29,2022-08-14,287.81
29,2023-04-02,427.56
29,2021-11-24,141.34
29,2023-01-03,397.3
29,2022-05-29,900.86
29,2023-11-03,330.11
29,2022-07-01,584.63
29,2022-10-20,978.25
29,2023-08-25,424.55
29,2023-04-06,227.81
29,2023-01-20,217.47
29,2023-09-14,299.93
29,2022-08-24,638.53
29,2022-01-03,555.53
29,2023-03-12,858.41
29,2022-03-04,594.2
29,2023-03-27,519.36
29,2022-03-28,310.89
29,2022-07-25,786.87
29,2022-10-22,161.93
29,2023-04-08,844.04
29,2022-06-18,913.39
29,2022-01-26,934.4
29,2023-03-15,329.96
29,2022-12-12,865.71
29,2022-11-23,816.06
29,2023-04-05,451.62
30,2022-05-15,61.67
30,2023-05-15,670.74
30,2023-08-08,592.03
30,2023-08-30,921.49
30,2022-08-15,734.61
30,2023-04-05,775.05
30,2022-11-10,535.36
30,2021-12-05,986.61
30,2022-09-29,596.43
30,2022-10-07,282.02
30,2022-11-12,673.12
30,2022-02-05,613.15
30,2023-06-15,728.73
30,2022-06-05,846.47
30,2022-04-11,567.15
30,2022-03-05,214.96
30,2021-12-31,368.43
30,2023-04-22,709.95
30,2023-08-22,699.08
30,2021-12-30,167.39
30,2022-11-25,861.27
30,2021-12-08,733.25
30,2021-11-24,386.02
30,2021-12-29,51.98
30,2023-04-05,632.68
30,2022-06-11,65.53
30,2022-08-05,678.88
30,2022-08-13,678.95
30,2023-09-19,254.98
30,2023-02-13,674.13
30,2022-05-29,655.84
30,2023-09-03,512.69
30,2023-05-29,409.63
30,2023-04-10,461.61
31,2023-06-26,566.6
31,2023-01-08,424.49
31,2021-11-26,922.34
31,2022-03-31,282.33
31,2022-07-20,319.96
31,2022-07-27,682.97
31,2023-03-02,179.64
31,2023-11-06,689.72
31,2021-11-22,673.9
31,2022-09-28,839.16
31,2021-12-13,339.87
31,2023-05-15,118.45
31,2022-05-17,430.4
31,2023-10-23,540.26
31,2022-05-18,791.77
31,2022-06-17,958.2
31,2023-06-23,407.24
31,2022-06-24,884.69
31,2022-08-14,473.14
31,2022-09-24,11.82
31,2022-06-11,101.85
31,2021-12-11,810.51
31,2022-03-01,191.63
31,2023-08-07,198.66
31,2023-09-09,739.23
31,2023-05-31,118.52
31,2022-12-03,695.46
31,2022-04-26,544.47
31,2023-03-26,105.13
31,2023-04-18,863.58
31,2023-08-11,92.87
32,2023-07-07,214.17
32,2022-02-20,936.2
32,2022-12-18,839.02
32,2023-07-04,483.21
32,2022-01-11,516.56
32,2022-11-10,485.47
32,2023-01-08,696.72
32,2022-10-07,176.51
32,2023-06-13,166.68
32,2021-11-19,262.48
32,2023-08-29,176.13
32,2023-09-19,915.97
32,2021-11-22,689.82
33,2023-02-11,882.26
33,2023-01-26,253.89
33,2023-05-09,145.64
33,2023-10-30,183.79
33,2023-05-31,824.83
33,2023-09-21,266.12
33,2022-11-28,911.89
33,2022-10-11,873.59
33,2022-08-28,815.23
33,2023-01-29,253.42
33,2023-06-23,449.8
33,2023-04-30,199.06
33,2023-04-30,546.97
33,2022-12-20,117.79
33,2023-07-21,981.88
33,2023-07-05,649.54
33,2023-06-11,235.95
33,2022-12-15,612.87
33,2022-12-06,33.6
33,2023-05-04,700.27
33,2023-08-05,204.77
33,2022-04-06,29.18
33,2023-01-31,403.06
33,2023-03-05,712.16
33,2023-05-03,190.61
33,2021-11-12,32.99
33,2022-10-24,801.22
33,2023-05-18,538.0
33,2023-09-03,659.39
33,2021-11-18,163.22
33,2022-09-12,926.81
33,2022-10-09,422.16
33,2023-02-17,73.73
33,2022-08-10,460.91
33,2022-04-06,708.1
33,2023-09-14,227.89
33,2022-03-26,790.95
33,2022-07-17,582.35
33,2023-09-03,710.98
33,2023-07-15,325.98
33,2022-05-28,419.44
33,2023-08-14,173.0
33,2022-07-30,43.56
33,2023-05-25,98.9
34,2023-09-25,671.74
34,2023-09-19,474.02
34,2021-12-24,490.06
34,2023-08-29,35.46
34,2022-06-28,284.9
34,2021-12-01,753.49
34,2023-02-11,276.67
34,2023-08-20,90.63
34,2022-07-27,263.92
34,2022-11-13,694.98
34,2023-06-26,283.39
34,2023-02-01,364.98
34,2022-12-15,817.99
34,2022-03-03,797.97
34,2022-11-01,530.87
34,2022-04-08,485.1
34,2023-03-02,839.62
34,2022-05-09,164.48
34,2022-08-07,130.5
34,2022-07-01,561.22
35,2022-03-04,893.52
35,2023-02-19,91.93
35,2022-03-15,743.49
35,2023-01-01,31.19
35,2021-11-29,697.96
35,2023-04-14,245.2
35,2023-09-20,302.73
